,Type,Case Workclass,Status,Issued Date,Applied Date,Expiration Date,Finalized Date,AddressLine1,AddressLine2,AddressLine3,PostalCode,Description
265,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-04-20 16:13:35+00:00,2023-04-17 18:45:11.037000+00:00,2023-11-20 17:19:43+00:00,2023-05-25 04:00:00+00:00,511,Hiscock,,48103,4.94 kW Roof Mounted 13 Panel Solar Array with Storage
266,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2023-05-03 21:55:23+00:00,2023-04-18 20:37:26.130000+00:00,2023-11-27 15:55:21+00:00,2023-05-31 04:00:00+00:00,311,Montgomery,,48103,Roof mount solar array
267,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Fees Paid,,2023-04-23 17:50:51.383000+00:00,,,2073,Garden,,48103,Install 13 Solar Panels
268,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-03 21:55:33+00:00,2023-04-24 13:21:13.297000+00:00,2024-01-08 14:59:43+00:00,2023-07-14 04:00:00+00:00,1210,Edgewood,,48103,Installing roof mounted solar panels.
269,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-03 21:55:43+00:00,2023-04-26 17:39:52.557000+00:00,2023-12-05 02:00:18+00:00,2023-06-08 04:00:00+00:00,1138,Martin,,48104,6.08 kW Roof Mounted Solar Array with 16 Panels
270,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-03 21:55:53+00:00,2023-04-26 19:08:36.217000+00:00,2024-01-16 16:29:03+00:00,2023-07-21 04:00:00+00:00,1200,Naples,,48103,3.8 kW Roof Mounted 10 Panel Solar Array
271,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-03 21:55:43+00:00,2023-04-26 17:39:52.557000+00:00,2023-12-05 02:00:18+00:00,2023-06-08 04:00:00+00:00,1138,Martin,,48104,6.08 kW Roof Mounted Solar Array with 16 Panels
272,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-03 21:55:53+00:00,2023-04-26 19:08:36.217000+00:00,2024-01-16 16:29:03+00:00,2023-07-21 04:00:00+00:00,1200,Naples,,48103,3.8 kW Roof Mounted 10 Panel Solar Array
273,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-10 11:05:40+00:00,2023-04-27 15:28:22.137000+00:00,2024-01-29 16:00:04+00:00,2023-08-01 04:00:00+00:00,1129,Gott,,48103,9.12 kW Roof Mounted 24 Panel Solar Array with Battery Backup
274,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-03 21:56:03+00:00,2023-04-28 16:43:52.463000+00:00,2024-01-29 15:38:24+00:00,2023-08-02 04:00:00+00:00,1109,Pomona,,48103,"Installing 37 roof mounted solar panels,"
275,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-10 11:07:04+00:00,2023-05-01 17:38:43.160000+00:00,2023-12-11 15:50:22+00:00,2023-06-15 04:00:00+00:00,1139,Wendy,,48103,5.74 kW roof mount solar with 16 kWh battery
276,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-10 11:08:41+00:00,2023-05-01 19:25:39.800000+00:00,2023-11-20 16:04:55+00:00,2023-05-25 04:00:00+00:00,1765,Franklin,,48103,16 kWh battery
277,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-10 11:09:48+00:00,2023-05-01 20:58:50.053000+00:00,2023-12-18 15:09:43+00:00,2023-06-21 04:00:00+00:00,3455,Vintage Valley,,48105,"8.2 kW roof mount array
200A service panel upgrade"
278,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-10 11:08:27+00:00,2023-05-02 17:32:24.250000+00:00,2023-12-11 15:32:44+00:00,2023-06-15 04:00:00+00:00,2871,Page,,48104,"10.66 kW roof mount array
16kWh battery"
279,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-10 11:08:16+00:00,2023-05-04 12:32:22.183000+00:00,2024-02-19 21:57:34+00:00,2023-08-24 04:00:00+00:00,1102,Olivia,,48104,6.46 kW Roof Mounted Solar Array with 16 Panels and Battery Storage
280,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-10 11:08:05+00:00,2023-05-08 18:57:12.687000+00:00,2023-12-11 16:14:15+00:00,2023-06-15 04:00:00+00:00,2564,Hawthorn,,48104,12.3 kW Roof Mount Array
281,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-10 11:07:54+00:00,2023-05-08 20:12:28.173000+00:00,2023-12-19 16:12:22+00:00,2023-06-23 04:00:00+00:00,3648,Wellington Cross,,48105,8.61 kW Roof mount system
282,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Withdrawn,,2023-05-09 16:54:15.570000+00:00,,,1120,Pauline,,48103,"*WITHDRAWN BY APPLICANT, SEE EMAIL* Installation of (1) SOL-ARK 15K Inverter & 28.8 KWH HomeGrid Battery onto the existing solar system. (Original Valuation = $0)"
283,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-18 21:18:59+00:00,2023-05-17 16:29:53.430000+00:00,2023-11-28 16:44:21+00:00,2023-06-02 04:00:00+00:00,2233,Medford,,48104,3.2 kW PV Solar Panel Installation on Roof
284,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Void - Wrong Workclass,,2023-05-22 19:36:30.027000+00:00,,,1731,Sanford,,48103,8.2kW Solar panel installation with 6.8kW Inverter and DC battery backup
285,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-05-18 21:18:59+00:00,2023-05-17 16:29:53.430000+00:00,2023-11-28 16:44:21+00:00,2023-06-02 04:00:00+00:00,2233,Medford,,48104,3.2 kW PV Solar Panel Installation on Roof
286,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-01 21:20:26+00:00,2023-05-18 13:14:09.417000+00:00,2024-01-22 14:59:08+00:00,2023-07-26 04:00:00+00:00,1512,Riverwood,,48103,Installing 18 roof mounted solar panels.
287,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-01 21:20:32+00:00,2023-05-18 13:30:38.480000+00:00,2024-01-16 15:56:13+00:00,2023-07-20 04:00:00+00:00,2032,Suffolk,,48103,Installing 19 roof mounted solar panels.
288,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-08 14:42:46+00:00,2023-05-18 15:43:00.513000+00:00,2023-12-27 16:15:18+00:00,2023-06-28 04:00:00+00:00,2424,Shannondale,,48104,**SEE ELECR23-1468 FOR FEES**  BATTERY INSTALLATION ONLY.   Installation of (2) Tesla Powerwall batteries to be integrated with the existing solar array on site and a surge arrester.
289,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-08 14:49:50+00:00,2023-05-19 14:35:37.403000+00:00,2024-01-09 20:54:57+00:00,2023-07-19 04:00:00+00:00,2869,Sorrento,,48104,Installing 28 roof mounted solar panels.
290,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-08 14:45:48+00:00,2023-05-23 15:31:53.003000+00:00,2024-01-09 18:11:54+00:00,2023-07-14 04:00:00+00:00,125,Fairview,,48103,Installing 7 roof mounted solar panels.
291,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2023-05-26 20:06:14+00:00,2023-05-26 18:43:39.813000+00:00,2023-12-27 15:15:21+00:00,2023-06-30 04:00:00+00:00,2200,Downup,,48103,8.4 kW Roof Mount Array
292,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-06-08 13:07:30+00:00,2023-05-26 17:42:41.443000+00:00,2023-12-27 16:17:28+00:00,2023-06-29 04:00:00+00:00,2200,Downup,,48103,8.4 kW Roof Mount Solar Array
293,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-08 14:51:08+00:00,2023-05-25 20:22:48.493000+00:00,2023-12-27 15:21:45+00:00,2023-07-01 04:00:00+00:00,1421,Iroquois,,48104,3.28 kW Roof mount system with battery
294,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-08 14:46:55+00:00,2023-05-25 22:21:00.153000+00:00,2024-09-09 16:05:08+00:00,2024-03-16 04:00:00+00:00,1731,Sanford,,48103,**HOMEOWNER PERMIT**  8.2kW Solar panel installation with 6.8kW inverter and DC battery backup
295,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-08 14:54:42+00:00,2023-05-26 13:53:02.597000+00:00,2024-02-05 15:24:29+00:00,2023-08-12 04:00:00+00:00,2031,Fair,,48103,Installing 18 roof mounted solar panels.
296,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-08 14:55:56+00:00,2023-05-31 17:20:43.130000+00:00,2024-01-16 15:00:22+00:00,2023-07-18 04:00:00+00:00,8,Bristol,,48104,3.2 kW PV Solar Panel Installation on Roof
297,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Expired,2023-06-18 15:16:52+00:00,2023-06-05 15:03:16.083000+00:00,2023-12-15 16:11:21+00:00,2023-12-15 05:00:00+00:00,647,Barber,,48103,12 panel roof mounted solar array
298,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-08 14:55:56+00:00,2023-05-31 17:20:43.130000+00:00,2024-01-16 15:00:22+00:00,2023-07-18 04:00:00+00:00,8,Bristol,,48104,3.2 kW PV Solar Panel Installation on Roof
299,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-08 14:48:33+00:00,2023-06-01 13:25:21.270000+00:00,2024-01-16 16:38:28+00:00,2023-07-21 04:00:00+00:00,1725,Arbordale,,48103,Propose to install (11) REC 405W Solar Panels on the existing roof of the home. Installation of a 10KWH Encharge Battery.
300,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-18 11:47:10+00:00,2023-06-01 13:53:24.093000+00:00,2024-01-09 18:38:08+00:00,2023-07-14 04:00:00+00:00,2241,Delaware,,48103,Installing 9 roof mounted solar panels.
301,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-13 18:11:59+00:00,2023-06-01 14:35:27.163000+00:00,2024-02-06 15:51:27+00:00,2023-08-11 04:00:00+00:00,224,Crest,,48103,Installing 13 roof mounted solar panels.
302,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-08 14:57:23+00:00,2023-06-01 16:55:04.073000+00:00,2023-12-27 15:21:32+00:00,2023-07-01 04:00:00+00:00,2114,Ridge,,48104,5.33 kW Roof Mount Solar
303,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-18 11:48:07+00:00,2023-06-01 18:02:23.617000+00:00,2024-01-08 18:24:48+00:00,2023-07-15 04:00:00+00:00,3801,Wynnstone,,48105,13.94 kW Roof Mount Solar
304,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-07 18:49:05+00:00,2023-06-02 19:13:53.200000+00:00,2024-02-20 14:04:02+00:00,2023-08-25 04:00:00+00:00,630,Dartmoor,,48103,"13.12 kW Roof Mount Array
16kWh battery
service panel upgrade"
305,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-07-06 16:04:07+00:00,2023-06-05 13:28:39.327000+00:00,2024-02-12 16:09:04+00:00,2023-09-08 04:00:00+00:00,2021,Suffolk,,48103,Installing 20 roof mounted solar panels.
306,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Expired,2023-06-18 11:57:04+00:00,2023-06-05 15:27:52.197000+00:00,2023-12-15 16:11:21+00:00,2023-12-15 05:00:00+00:00,647,Barber,,48103,12 panel roof mounted solar array installation
307,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-18 11:52:45+00:00,2023-06-05 23:11:07.223000+00:00,2024-01-16 14:26:26+00:00,2023-09-12 04:00:00+00:00,3225,Monument,,48108,6 kW PV Solar Panel Installation on Roof
308,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-18 11:52:33+00:00,2023-06-06 19:45:19.017000+00:00,2024-06-03 13:32:48+00:00,2023-12-06 05:00:00+00:00,1434,Woodland,,48103,5.6 kW PV Solar Panel Installation on Roof
309,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-18 11:51:41+00:00,2023-06-07 13:36:54.093000+00:00,2024-02-12 14:51:24+00:00,2023-09-08 04:00:00+00:00,1019,Lincoln,,48104,Installing 14 roof mounted solar panels.
310,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2023-10-14 19:40:55+00:00,2023-06-07 17:14:33.507000+00:00,2024-07-31 15:08:39+00:00,,1255,Morehead,,48103,"8 kw Roof Mounted Solar Array
20 (400) Watt Solar panels
7.6kW SolarEdge Inverter
20 DC Optimizers"
311,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2023-06-21 13:57:10+00:00,2023-06-08 20:39:22.403000+00:00,2024-08-21 16:26:00+00:00,2023-12-18 05:00:00+00:00,3421,Platt,,48108,37.985 kW Roof Mount Solar
312,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2023-06-13 19:37:37+00:00,2023-06-08 21:06:15.593000+00:00,2024-08-21 16:25:48+00:00,2023-12-11 05:00:00+00:00,3423,Platt,,48108,31.565 kW Roof Mount Solar
313,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2023-09-08 17:36:02+00:00,2023-06-08 21:16:16.110000+00:00,2024-08-21 16:25:03+00:00,2024-02-24 05:00:00+00:00,3425,Platt,,48108,9.43 kW Roof Mount Solar
314,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2023-06-13 19:37:28+00:00,2023-06-08 21:23:58.343000+00:00,2024-08-21 16:23:38+00:00,2023-12-11 05:00:00+00:00,3427,Platt,,48108,38.52 kW Roof Mount Solar
315,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Final,2023-06-15 21:36:33+00:00,2023-06-08 21:30:58.167000+00:00,2024-08-21 16:22:43+00:00,2024-02-24 05:00:00+00:00,3429,Platt,,48108,31.03 kW Roof Mount System
316,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-06-29 00:35:13+00:00,2023-06-08 20:56:27.453000+00:00,2024-08-21 16:26:00+00:00,2023-12-04 05:00:00+00:00,3421,Platt,,48108,37.985 kW Roof Mount System
317,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-06-29 00:35:18+00:00,2023-06-09 14:23:03.183000+00:00,2024-08-21 16:25:48+00:00,2023-12-22 05:00:00+00:00,3423,Platt,,48108,"31,565 kW Roof Mount System"
318,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-06-29 00:35:23+00:00,2023-06-09 14:29:33.390000+00:00,2024-08-21 16:23:38+00:00,2024-01-30 05:00:00+00:00,3427,Platt,,48108,38.52 kW Roof Mount System
319,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2023-06-29 00:35:28+00:00,2023-06-09 14:36:20.663000+00:00,2024-08-21 16:22:43+00:00,2024-02-14 05:00:00+00:00,3429,Platt,,48108,31.03 kW Roof Mount System
320,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-18 11:51:41+00:00,2023-06-07 13:36:54.093000+00:00,2024-02-12 14:51:24+00:00,2023-09-08 04:00:00+00:00,1019,Lincoln,,48104,Installing 14 roof mounted solar panels.
321,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2023-10-14 19:40:55+00:00,2023-06-07 17:14:33.507000+00:00,2024-07-31 15:08:39+00:00,,1255,Morehead,,48103,"8 kw Roof Mounted Solar Array
20 (400) Watt Solar panels
7.6kW SolarEdge Inverter
20 DC Optimizers"
322,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-18 11:50:36+00:00,2023-06-08 15:46:52.020000+00:00,2024-01-16 14:18:32+00:00,2023-07-20 04:00:00+00:00,3226,Edgewood,,48104,4.4 kW PV Solar Panel Installation on Roof
323,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-08-12 20:11:12+00:00,2023-06-12 16:32:33.120000+00:00,2024-02-26 16:28:01+00:00,2023-08-31 04:00:00+00:00,2110,Shadford,,48104,8.74 Roof Mounted Solar Array with 23 Panels and Battery Backup
324,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29 01:51:04+00:00,2023-06-13 19:48:57.290000+00:00,2024-01-16 15:28:23+00:00,2023-07-18 04:00:00+00:00,2504,Banyan,,48103,5.6 kW PV Solar Panel Installation on Roof
325,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29 01:52:08+00:00,2023-06-13 20:21:33.263000+00:00,2024-01-16 15:23:09+00:00,2023-07-27 04:00:00+00:00,2716,Manchester,,48104,4.92 kW Roof Mount Solar with battery
326,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29 01:53:06+00:00,2023-06-13 20:42:38.457000+00:00,2024-01-22 13:22:12+00:00,2023-07-26 04:00:00+00:00,2003,Marra,,48103,8.61 kW Roof Mount System
327,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29 01:53:56+00:00,2023-06-14 20:16:58.183000+00:00,2024-01-17 15:47:29+00:00,2023-07-27 04:00:00+00:00,2585,Hollywood,,48103,11.89 kW Roof Mount Array
328,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Withdrawn,,2023-06-21 16:21:12.127000+00:00,,,2279,Mershon,,48103,18 panel roof mounted solar array with backup battery. *CANCELED BY CONTRACTOR SEE EMAIL*
329,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29 01:53:56+00:00,2023-06-14 20:16:58.183000+00:00,2024-01-17 15:47:29+00:00,2023-07-27 04:00:00+00:00,2585,Hollywood,,48103,11.89 kW Roof Mount Array
330,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Final,2023-06-29 01:55:00+00:00,2023-06-15 12:41:04.230000+00:00,2024-02-19 21:57:25+00:00,2023-08-24 04:00:00+00:00,2801,Towner,,48104,"PV Roof Mount solar installation
6.21 kwdc
4.93 kwac
17 365 Watt Modules with microinverters"
331,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29 01:55:58+00:00,2023-06-15 16:00:44.173000+00:00,2024-03-19 16:19:07+00:00,2023-09-22 04:00:00+00:00,2930,Heather,,48104,Kuzava 3.6kW Solar System
332,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29 01:57:00+00:00,2023-06-15 20:18:19.110000+00:00,2024-01-16 15:26:26+00:00,2023-07-27 04:00:00+00:00,1206,Harbrooke,,48103,3.28 kW Roof Mount Array
333,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29 01:57:50+00:00,2023-06-16 13:37:17.360000+00:00,2024-04-03 00:18:50+00:00,2023-10-06 04:00:00+00:00,623,Turner Park,,48103,14.76 kW Roof Mount Array
334,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29 01:59:36+00:00,2023-06-16 18:12:44.167000+00:00,2024-01-29 15:48:41+00:00,2023-08-02 04:00:00+00:00,1033,Spring,,48103,5.74 kW Roof Mount Array
335,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-06-29 02:00:41+00:00,2023-06-19 20:43:38.097000+00:00,2024-01-29 15:11:00+00:00,2023-08-01 04:00:00+00:00,2465,Traver,,48105,9.02 kW Roof Mount Array
