,CaseType,CaseWorkclass,CaseStatus,IssueDate,ApplyDate,ExpireDate,FinalDate,AddressLine1,AddressLine2,AddressLine3,PostalCode,Description
40627,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-14T22:37:19Z,2023-11-09T18:35:04.413Z,2024-07-16T14:46:16Z,2024-01-19T05:00:00Z,2400,Earl Schafer,,48105,"Install 4.86 kW Solar, 12 Panels 405 watt, Install 13.5 kwh Tesla Powerwall"
40637,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-08T20:08:59Z,2023-11-10T12:55:10.003Z,2024-07-08T14:25:12Z,2024-01-10T05:00:00Z,611,Westwood,,48103,"Install 4.45 kW Solar, 11 Panels 405 Watt
Install 13.5 kwh Tesla Powerwall"
40648,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-08T20:09:09Z,2023-11-10T19:48:06.387Z,2024-07-09T14:23:00Z,2024-01-12T05:00:00Z,415,Manor,,48105,"Install 7.39 kW Solar, 17 Panels 435 Watt"
40650,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-26T21:18:38Z,2023-11-10T20:38:11.383Z,2024-09-23T14:58:23Z,2024-04-05T04:00:00Z,212,Summit,,48103,7.2 kW Array
40651,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-26T21:18:45Z,2023-11-10T22:46:48.053Z,2024-07-16T15:32:34Z,2024-01-19T05:00:00Z,1105,Spring,,48103,4.8 kW Roof Mount Array
40669,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-26T21:18:51Z,2023-11-13T19:48:26.483Z,2024-07-16T15:07:46Z,2024-01-19T05:00:00Z,1823,Pontiac,,48105,4.8 kW Roof Mount Array
40700,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-26T21:19:29Z,2023-11-15T20:47:24.19Z,2024-08-05T15:00:02Z,2024-02-10T05:00:00Z,2933,Leslie Park,,48105,Installing 15 roof mounted solar panels and a tesla battery.
40701,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-26T21:19:38Z,2023-11-15T21:00:54.313Z,2024-08-19T14:13:50Z,2024-02-23T05:00:00Z,1521,Granger,,48104,Installing 16 roof mounted solar panels and a tesla battery.
41247,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-26T21:19:29Z,2023-11-15T20:47:24.19Z,2024-08-05T15:00:02Z,2024-02-10T05:00:00Z,2933,Leslie Park,,48105,Installing 15 roof mounted solar panels and a tesla battery.
41248,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-26T21:19:38Z,2023-11-15T21:00:54.313Z,2024-08-19T14:13:50Z,2024-02-23T05:00:00Z,1521,Granger,,48104,Installing 16 roof mounted solar panels and a tesla battery.
41252,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-11-26T21:19:45Z,2023-11-16T16:55:38.447Z,2024-07-22T16:10:07Z,2024-01-24T05:00:00Z,2104,Ascot,,48103,Installing 25 roof mounted solar panels.
41267,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-08T18:39:01Z,2023-11-17T16:55:04.39Z,2024-09-30T23:39:00Z,2024-04-05T04:00:00Z,3910,Kipling,,48105,Installing 17 roof mounted solar panels.
41303,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-08T18:39:52Z,2023-11-22T14:37:39.383Z,2024-07-17T13:16:01Z,2024-01-20T05:00:00Z,1606,Montclair,,48104,"Installation of a roof-mounted solar array consisting of (10) solar panels with micro-inverters, (1) Tesla Powerwall battery in the garage, a surge arrester, and a 150A SPAN Smart Panel."
41721,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-08T18:39:52Z,2023-11-22T14:37:39.383Z,2024-07-17T13:16:01Z,2024-01-20T05:00:00Z,1606,Montclair,,48104,"Installation of a roof-mounted solar array consisting of (10) solar panels with micro-inverters, (1) Tesla Powerwall battery in the garage, a surge arrester, and a 150A SPAN Smart Panel."
41762,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-08T18:39:12Z,2023-11-28T15:45:51.557Z,2024-09-23T13:26:06Z,2024-03-29T04:00:00Z,1910,Independence,,48104,"Installation of (24) 380W Solar Panels, (1) Enphase Encharge 10T Battery, and (1)Enphase Encharge 3T Battery."
41776,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-08T18:40:01Z,2023-11-28T19:10:52.033Z,2024-08-05T16:08:47Z,2024-03-03T05:00:00Z,2872,Page,,48104,8.58 kW Roof Mounted 22 Panel Solar Array with Battery Backup
42270,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Fees Due,2023-12-08T18:39:23Z,2023-11-30T16:18:00.063Z,2024-10-07T13:56:15Z,,511,Fifth,,48104,12.4 kW Roof Mount Array
42274,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-08T20:09:25Z,2023-11-30T18:43:34.13Z,2024-10-07T15:31:52Z,2024-04-12T04:00:00Z,303,Glendale,,48103,11.2 kW Array
42284,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-08T18:40:10Z,2023-12-01T14:36:11.317Z,2024-10-30T13:28:55Z,2024-05-08T04:00:00Z,3085,Belvidere,,48108,Installation of (8) Solar panels on the existing roof of the home.
42316,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-14T22:38:47Z,2023-12-05T18:51:15.437Z,2024-08-12T15:36:12Z,2024-02-17T05:00:00Z,1356,Glen Leven,,48103,Installing 13 roof mounted solar panels.
42317,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-24T10:54:22Z,2023-12-05T19:47:45.23Z,2024-07-17T16:32:36Z,2024-01-20T05:00:00Z,2021,Marra,,48103,5.2 kW Array
42321,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-14T22:51:38Z,2023-12-05T21:57:14.043Z,2024-08-21T15:51:17Z,2024-03-03T05:00:00Z,715,Fountain,,48103,Add 16 solar modules to south roof. Install inverter and batteries in the basement. Wire new critical load center.
42322,Electrical (Residential) - Solar - Ground,Solar [Ground/Roof],Issued,2024-02-01T15:58:21Z,2023-12-05T22:17:09.013Z,2024-07-30T14:58:01Z,,2323,Easy,,48104,"5.35 kW Additional Array
9.43 kW Original roof mount array 
Original Permit ELEC22-0422"
42333,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-14T22:51:46Z,2023-12-06T15:29:16.277Z,2024-08-05T14:42:38Z,2024-02-09T05:00:00Z,1922,Day,,48104,"*THIS PROJECT DOES NOT INCLUDE ANY SOLAR PANELS, JUST BATTERIES!*
Installation of (2) Tesla Powerwall batteries in an existing home."
42352,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-01-26T14:38:30Z,2023-12-06T22:07:09.21Z,2024-09-09T16:26:29Z,2024-03-21T04:00:00Z,4,Rockland,,48108,Roof Mounted Solar Installation
42697,Building (Residential) - Solar - Ground,Solar - Ground/Roof,Issued,2024-01-19T21:07:36Z,2023-12-12T14:38:22.507Z,2024-07-17T20:07:10Z,,2323,Easy,,48104,5.35 kW Array
42768,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-14T22:51:46Z,2023-12-06T15:29:16.277Z,2024-08-05T14:42:38Z,2024-02-09T05:00:00Z,1922,Day,,48104,"*THIS PROJECT DOES NOT INCLUDE ANY SOLAR PANELS, JUST BATTERIES!*
Installation of (2) Tesla Powerwall batteries in an existing home."
42787,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-01-26T14:38:30Z,2023-12-06T22:07:09.21Z,2024-09-09T16:26:29Z,2024-03-21T04:00:00Z,4,Rockland,,48108,Roof Mounted Solar Installation
42790,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2023-12-24T10:54:30Z,2023-12-07T17:11:39.563Z,2024-06-21T09:54:26Z,,2033,Hall,,48104,"Install 9.315 kW Solar, 23 panels"
42793,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-24T11:09:07Z,2023-12-07T18:16:12.583Z,2024-09-03T15:27:55Z,2024-03-27T04:00:00Z,1705,David,,48105,Installing 12 roof mounted solar panels.
42804,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-24T10:56:56Z,2023-12-08T21:22:48.13Z,2024-07-16T14:04:32Z,2024-01-19T05:00:00Z,1634,Stadium,,48104,Wiring for solar on roof
42805,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-01-22T14:00:31Z,2023-12-08T23:09:21.37Z,2024-08-26T10:55:26Z,2024-05-08T04:00:00Z,310,Potter,,48103,6 kW PV Solar Panel Installation on Roof
42806,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-02-12T15:27:24Z,2023-12-09T00:50:20.37Z,2024-09-16T13:48:09Z,2024-05-08T04:00:00Z,552,Fifth,,48103,3.6 kW PV Solar Panel Installation on Roof
42863,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-24T11:09:15Z,2023-12-13T19:14:51.253Z,2024-08-26T13:45:57Z,2024-03-03T05:00:00Z,2161,Independence,,48104,"Installation of 11 solar panels on the existing roof of the home. Installation of (1) System controller, and (1) Enphase IQ 5p Battery."
43273,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2023-12-24T11:09:15Z,2023-12-13T19:14:51.253Z,2024-08-26T13:45:57Z,2024-03-03T05:00:00Z,2161,Independence,,48104,"Installation of 11 solar panels on the existing roof of the home. Installation of (1) System controller, and (1) Enphase IQ 5p Battery."
43294,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-01-03T19:54:57Z,2023-12-15T15:08:01.24Z,2024-07-29T16:14:47Z,2024-01-31T05:00:00Z,2425,Darrow,,48104,**BATTERY INSTALLATION ONLY**  Furnish and install Tesla Powerwall with 13.5 kWh storage system with 10 circuits powered during an outage
43320,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Fees Paid,,2023-12-19T17:09:34.19Z,,,2629,Sequoia,,48103,"Install 1 FranklinWH
A-Gate+13.6kWh Battery for existing solar system."
43947,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-01-03T19:55:22Z,2023-12-28T21:22:09.577Z,2024-09-03T14:05:50Z,2024-05-08T04:00:00Z,1906,Dunmore,,48103,4 kW PV Solar Panel Installation on Roof
43951,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-01-03T19:55:04Z,2023-12-29T17:07:00.057Z,2024-08-12T04:00:00Z,2024-02-13T05:00:00Z,1905,Linwood,,48103,Installing 20 roof mounted solar panels.
44209,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-01-22T14:01:07Z,2024-01-04T17:43:18.61Z,2024-08-05T14:11:02Z,2024-02-17T05:00:00Z,2403,Yorkshire,,48104,"6 Panels = kW's: 2.43 kW DC
Rooftop"
44253,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-01-25T18:49:14Z,2024-01-09T16:33:12.61Z,2024-08-12T14:00:21Z,2024-02-13T05:00:00Z,1216,Glen Leven,,48103,Installing 16 roof mounted solar panels.
44256,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-01-26T18:49:51Z,2024-01-09T21:50:30.037Z,2024-09-30T15:15:32Z,2024-05-08T04:00:00Z,3252,Dunwoodie,,48105,3.60 kW PV Solar Panel Installation on Roof
44489,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Void,,2024-01-16T19:02:22.75Z,,,3874,Research Park,,48108,**VOIDED.  WORK INCLUDED IN BUILDING PERMIT BLDGC22-2102.  FEES TRANSFERRED TO ELEC24-0038.**  Installation of 414 panels with 3 line inverters.
44540,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Issued,2024-02-01T10:13:17Z,2024-01-16T19:17:16.02Z,2024-09-23T19:18:39Z,,3874,Research Park,,48108,Solar panel installation.  (Original Valuation = $0.  Adjusted based on voided BLDGC24-0014)
44598,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-01-26T18:50:03Z,2024-01-16T14:22:41.173Z,2024-10-02T13:25:24Z,,1810,Sunrise,,48103,Installation of (5) solar panels on the existing roof of the house.
44620,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-01-26T18:50:11Z,2024-01-17T19:33:01.623Z,2024-09-30T16:44:04Z,2024-04-04T04:00:00Z,1301,Forest,,48104,"# of Panels: 17- 405-watt U series panels
Panel kW's: Sunpower 6.885kW system"
44900,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-01-26T18:50:11Z,2024-01-17T19:33:01.623Z,2024-09-30T16:44:04Z,2024-04-04T04:00:00Z,1301,Forest,,48104,"# of Panels: 17- 405-watt U series panels
Panel kW's: Sunpower 6.885kW system"
44935,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-02-01T10:17:40Z,2024-01-19T17:46:27.413Z,2024-09-09T13:56:07Z,2024-03-27T04:00:00Z,2872,Glazier,,48105,Installing 30 roof mounted solar panels.
44936,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-02-12T18:36:04Z,2024-01-19T21:28:25.42Z,2024-09-10T15:17:27Z,2024-04-25T04:00:00Z,718,Seventh,,48103,15 panel roof mounted solar array with battery backup
45297,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-02-01T10:17:50Z,2024-01-25T23:49:38.38Z,2024-09-03T15:24:29Z,2024-05-08T04:00:00Z,3243,Dunwoodie,,48105,3.2 kW PV Solar Panel Installation on Roof
45587,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Issued,2024-02-20T16:13:40Z,2024-02-02T18:45:01.46Z,2024-09-23T13:20:25Z,,1519,Fuller,,48105,118.72 kW Roof Mount Array
45653,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Issued,2024-02-20T16:12:30Z,2024-02-02T19:08:13.117Z,2024-11-04T18:10:11Z,,1519,Fuller,,48105,118.72 Ground Mount Array
45732,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-02-13T19:30:49Z,2024-02-05T19:27:08.233Z,2024-09-04T21:14:16Z,2024-03-28T04:00:00Z,195,Kingsbrook,,48103,Installation of (2) home batteries and a surge arrestor.
46249,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:34:39Z,2024-02-14T13:23:46.287Z,2024-10-22T13:40:35Z,,2136,Amelia,,48104,"Furnish and install Tesla Powerwall with 13.5 kWh Storage syatem with 12 circuits powered during and outage (no large 240v circuits).

Furnish and install 6 400-watt Q Cell solar panels to be connected to existing system"
46251,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-24T11:45:12Z,2024-02-14T13:46:29.197Z,2024-09-16T19:28:56Z,,1899,Upland,,48105,"Furnish and install Tesla Powerwall with 13.5 kWh storage system with 12
circuits powered during an outage. No large 240-volt circuits can be
powered by Powerwall during an outage. Added to existing 10Kw ground mounted solar panel system."
46252,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:33:21Z,2024-02-14T14:04:28.15Z,2024-10-22T21:07:03Z,,1314,Algonac,,48103,Add Tesla Powerwall to existing PV system
46254,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:32:10Z,2024-02-14T14:33:33.153Z,2024-09-16T19:29:19Z,,3187,Otter Creek,,48105,"Furnish and install Tesla Powerwall with 13.5 kWh storage system with 12
circuits powered during an outage. No large 240-volt circuits.
Battery to be located in garage.
Connected to existing 7.6 kw PV system"
46255,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:31:06Z,2024-02-14T14:57:24.16Z,2024-10-15T19:05:04Z,,2270,Chaucer,,48103,"Furnish and install Tesla Powerwall with 13.5 kWh storage system with
10 circuits powered during an outage. Connected to existing 10kw PV system"
46256,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:30:15Z,2024-02-14T15:18:45.633Z,2024-09-23T19:06:06Z,,3107,Foxway,,48105,"Tesla Powerwall 13.5kWh system with 12 circuit load center (basic items only and
well if applicable, no larger 240v equipment) connected to existing 4.29 PV system"
46500,Building (Commercial) - Solar - Ground/Roof,Solar - Ground/Roof,Issued,2024-03-01T10:47:39Z,2024-02-20T16:19:30.037Z,2024-09-30T14:45:35Z,,3000,Fuller,,48105,18.19 kW Both Roof and Ground Mount Array
46573,Electrical (Commercial) - Solar - Ground/Roof,Solar [Ground/Roof],Final,2024-03-13T08:51:50Z,2024-02-19T17:14:12.217Z,2024-09-30T14:45:35Z,2024-04-05T04:00:00Z,3000,Fuller,,48105,18.19 kW Roof and Ground Mount Array
46585,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:34:39Z,2024-02-14T13:23:46.287Z,2024-10-22T13:40:35Z,,2136,Amelia,,48104,"Furnish and install Tesla Powerwall with 13.5 kWh Storage syatem with 12 circuits powered during and outage (no large 240v circuits).

Furnish and install 6 400-watt Q Cell solar panels to be connected to existing system"
46587,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-24T11:45:12Z,2024-02-14T13:46:29.197Z,2024-09-16T19:28:56Z,,1899,Upland,,48105,"Furnish and install Tesla Powerwall with 13.5 kWh storage system with 12
circuits powered during an outage. No large 240-volt circuits can be
powered by Powerwall during an outage. Added to existing 10Kw ground mounted solar panel system."
46588,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:33:21Z,2024-02-14T14:04:28.15Z,2024-10-22T21:07:03Z,,1314,Algonac,,48103,Add Tesla Powerwall to existing PV system
46590,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:32:10Z,2024-02-14T14:33:33.153Z,2024-09-16T19:29:19Z,,3187,Otter Creek,,48105,"Furnish and install Tesla Powerwall with 13.5 kWh storage system with 12
circuits powered during an outage. No large 240-volt circuits.
Battery to be located in garage.
Connected to existing 7.6 kw PV system"
46591,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:31:06Z,2024-02-14T14:57:24.16Z,2024-10-15T19:05:04Z,,2270,Chaucer,,48103,"Furnish and install Tesla Powerwall with 13.5 kWh storage system with
10 circuits powered during an outage. Connected to existing 10kw PV system"
46592,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:30:15Z,2024-02-14T15:18:45.633Z,2024-09-23T19:06:06Z,,3107,Foxway,,48105,"Tesla Powerwall 13.5kWh system with 12 circuit load center (basic items only and
well if applicable, no larger 240v equipment) connected to existing 4.29 PV system"
46603,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:30:05Z,2024-02-15T12:35:56.377Z,2024-10-15T17:42:28Z,,1365,Folkstone,,48105,Furnish and install Tesla Powerwall with 13.5 kWh storage system with 12 circuits powered during an outage. No large 240v circuits can be placed in the battery backup panel. Connect to existing PV system.
46604,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-21T22:29:56Z,2024-02-15T12:49:18.17Z,2024-09-24T15:43:46Z,,402,Colin,,48103,"Furnish and install Tesla Powerwall with 13.5 kWh storage system with
12 circuits powered during an outage. Connect to existing PV system"
46605,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-03T20:49:38Z,2024-02-15T14:07:08.437Z,2024-10-15T16:07:56Z,2024-04-21T04:00:00Z,3092,Bluett,,48105,"Furnish and install Tesla Powerwall with 13.5 kWh storage system with
12vcircuits powered during an outage (240v circuits not backed up by
batter).
Connect to existing PV system"
46615,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-03-15T09:46:32Z,2024-02-15T21:34:26.093Z,2024-09-11T09:45:30Z,,1303,Brooks,,48103,"Installing solar panels on the roof, in the basement installing the inverter and battery."
46621,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-02-24T11:44:46Z,2024-02-16T17:48:47.313Z,2024-10-07T19:13:42Z,2024-04-14T04:00:00Z,711,Amherst,,48105,8.4 kW Array
46625,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-24T11:45:18Z,2024-02-16T20:27:30.467Z,2024-10-22T14:09:08Z,,2215,Yorktown,,48105,"NEW BATTERY ADD-ON
EXISTING PV SYSTEM: 8.400 kWp"
46646,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-24T11:44:52Z,2024-02-19T19:03:20.66Z,2024-10-23T15:38:52Z,,2944,Philadelphia,,48103,"Furnish and install Tesla Powerwall with 13.5 kWh storage system with 12
circuits powered during an outage. NO large 240-volt circuits on back up. Connected to existing PV system"
46655,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-02-24T11:45:25Z,2024-02-20T12:55:10.153Z,2024-09-23T14:44:15Z,2024-04-03T04:00:00Z,1207,Van Dusen,,48103,NEW 5KW / 13.5KWH BATTERY SYSTEM EXISTING PV SYSTEM 5.760 kWp - ELLIS RESIDENCE
46657,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-02-24T11:44:59Z,2024-02-20T13:24:18.12Z,2024-09-24T15:44:44Z,,2091,Ascot,,48103,Tesla Powerwall 13.5kWh system with 12 circuit load center connected to existing PV system
46658,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Fees Due,2024-02-24T11:45:33Z,2024-02-20T13:49:56.033Z,2024-11-12T20:17:16Z,,802,Mt Vernon,,48103,Tesla Powerwall 13.5kWh system with 12 circuit load center connected to existing PV system
46664,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-19T09:25:16Z,2024-02-20T15:34:13.01Z,2024-10-07T13:23:12Z,2024-04-13T04:00:00Z,1002,Granger,,48104,"Basic grid tie system, no batteries. Add 20 modules to south roof."
46674,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-03T20:50:15Z,2024-02-20T19:50:18.26Z,2024-10-16T13:37:50Z,2024-04-20T04:00:00Z,1243,Marlborough,,48104,"Furnish and install Tesla Powerwall with 13.5 kWh storage system with
whole house Gateway. Connected to existing PV System"
46687,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-03-03T20:49:46Z,2024-02-21T14:34:06.603Z,2024-10-15T19:05:33Z,,1449,Morehead,,48103,13.5kw battery attached to existing solar PV system
46705,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-03T20:50:24Z,2024-02-21T18:06:35.31Z,2024-10-15T14:39:04Z,2024-04-19T04:00:00Z,2618,Patricia,,48103,Add Battery backup to existing PV system
47164,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-03-03T20:49:46Z,2024-02-21T14:34:06.603Z,2024-10-15T19:05:33Z,,1449,Morehead,,48103,13.5kw battery attached to existing solar PV system
47182,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-03T20:50:24Z,2024-02-21T18:06:35.31Z,2024-10-15T14:39:04Z,2024-04-19T04:00:00Z,2618,Patricia,,48103,Add Battery backup to existing PV system
47207,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-03T20:49:55Z,2024-02-22T17:13:54.09Z,2024-09-30T16:27:16Z,2024-04-04T04:00:00Z,2111,Melrose,,48104,Install 6.48kw PV system
47218,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-03T20:50:34Z,2024-02-23T15:01:29.36Z,2024-09-30T13:52:01Z,2024-04-07T04:00:00Z,1807,Palomar,,48103,Installation of (8) solar panels on the existing roof of the home.
47230,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Issued,2024-04-18T21:37:31Z,2024-02-26T14:03:35.037Z,2024-10-15T21:37:29Z,,2834,Elmwood,,48104,Adding 2.8KW (3 panels) and a 9kwh battery to an existing PV system.
47265,Electrical (Residential) - Solar Panel - Roof Mounted [Expedited],Solar Panel [Roof-Mounted] Expedited,Final,2024-03-15T09:46:58Z,2024-02-28T18:13:21.613Z,2024-10-07T13:37:36Z,2024-04-13T04:00:00Z,1642,Sheridan,,48104,Installing 35 roof mounted solar panels.
